name,team,pass_cmp,pass_att,pass_yds,pass_td,pass_int,pass_sacked,pass_sacked_yds,pass_long,pass_rating,rush_att,rush_yds,rush_td,rush_long,targets,rec,rec_yds,rec_td,rec_long,fumbles,fumbles_lost,opp,home,score,opp_score,winner,spread,total,week,pos,fpts
D'Onta Foreman,CHI,0,0,0,0,0,0,0,0,0.0,5,16,0,11,3,2,8,0,5,0,0,GB,1,20,38,0,-18,58,1,RB,4.4
Darnell Mooney,CHI,0,0,0,0,0,0,0,0,0.0,0,0,0,0,7,4,53,1,23,0,0,GB,1,20,38,0,-18,58,1,WR,15.3
Cole Kmet,CHI,0,0,0,0,0,0,0,0,0.0,1,0,0,0,7,5,44,0,15,0,0,GB,1,20,38,0,-18,58,1,TE,9.4
DJ Moore,CHI,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2,2,25,0,14,0,0,GB,1,20,38,0,-18,58,1,WR,4.5
Tyler Scott,CHI,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2,2,14,0,9,0,0,GB,1,20,38,0,-18,58,1,WR,3.4000000000000004
Chase Claypool,CHI,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2,0,0,0,0,0,0,GB,1,20,38,0,-18,58,1,WR,0.0
Khari Blasingame,CHI,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,GB,1,20,38,0,-18,58,1,RB,0.0
Trevor Lawrence,JAX,24,32,241,2,1,2,4,29,103.8,7,21,0,11,0,0,0,0,0,1,0,IND,0,31,21,1,10,52,1,QB,18.74
Travis Etienne,JAX,0,0,0,0,0,0,0,0,0.0,18,77,1,26,5,5,27,0,10,0,0,IND,0,31,21,1,10,52,1,RB,21.4
Tank Bigsby,JAX,0,0,0,0,0,0,0,0,0.0,7,13,1,4,1,0,0,0,0,1,1,IND,0,31,21,1,10,52,1,RB,6.3
Calvin Ridley,JAX,0,0,0,0,0,0,0,0,0.0,0,0,0,0,11,8,101,1,29,1,0,IND,0,31,21,1,10,52,1,WR,24.1
Zay Jones,JAX,0,0,0,0,0,0,0,0,0.0,0,0,0,0,7,5,55,1,18,0,0,IND,0,31,21,1,10,52,1,WR,16.5
Evan Engram,JAX,0,0,0,0,0,0,0,0,0.0,0,0,0,0,5,5,49,0,26,0,0,IND,0,31,21,1,10,52,1,TE,9.9
Christian Kirk,JAX,0,0,0,0,0,0,0,0,0.0,0,0,0,0,3,1,9,0,9,0,0,IND,0,31,21,1,10,52,1,WR,1.9
Jamal Agnew,JAX,0,0,0,0,0,0,0,0,0.0,2,-2,0,0,0,0,0,0,0,0,0,IND,0,31,21,1,10,52,1,WR,-0.2
D'Ernest Johnson,JAX,0,0,0,0,0,0,0,0,0.0,1,-4,0,-4,0,0,0,0,0,0,0,IND,0,31,21,1,10,52,1,RB,-0.4
Anthony Richardson,IND,24,37,223,1,1,4,8,39,79.0,10,40,1,12,0,0,0,0,0,0,0,JAX,1,21,31,0,-10,52,1,QB,21.92
Gardner Minshew,IND,0,2,0,0,0,0,0,0,39.6,0,0,0,0,0,0,0,0,0,0,0,JAX,1,21,31,0,-10,52,1,QB,0.0
Deon Jackson,IND,0,0,0,0,0,0,0,0,0.0,13,14,0,7,6,5,14,0,8,2,2,JAX,1,21,31,0,-10,52,1,RB,5.800000000000001
Jake Funk,IND,0,0,0,0,0,0,0,0,0.0,2,10,0,7,1,1,12,0,12,0,0,JAX,1,21,31,0,-10,52,1,RB,3.2
Evan Hull,IND,0,0,0,0,0,0,0,0,0.0,1,1,0,1,1,1,6,0,6,0,0,JAX,1,21,31,0,-10,52,1,RB,1.7000000000000002
Michael Pittman,IND,0,0,0,0,0,0,0,0,0.0,0,0,0,0,11,8,97,1,39,0,0,JAX,1,21,31,0,-10,52,1,WR,23.700000000000003
Kylen Granson,IND,0,0,0,0,0,0,0,0,0.0,0,0,0,0,6,4,39,0,14,0,0,JAX,1,21,31,0,-10,52,1,TE,7.9
Josh Downs,IND,0,0,0,0,0,0,0,0,0.0,0,0,0,0,7,3,30,0,22,0,0,JAX,1,21,31,0,-10,52,1,WR,6.0
Andrew Ogletree,IND,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2,1,20,0,20,0,0,JAX,1,21,31,0,-10,52,1,WR,3.0
Alec Pierce,IND,0,0,0,0,0,0,0,0,0.0,0,0,0,0,3,1,5,0,5,0,0,JAX,1,21,31,0,-10,52,1,WR,1.5
Mo Alie-Cox,IND,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2,0,0,0,0,0,0,JAX,1,21,31,0,-10,52,1,TE,0.0
Brock Purdy,SF,19,29,220,2,0,3,17,23,111.3,3,20,0,17,0,0,0,0,0,2,1,PIT,0,30,7,1,23,37,1,QB,17.8
Christian McCaffrey,SF,0,0,0,0,0,0,0,0,0.0,22,152,1,65,5,3,17,0,7,1,0,PIT,0,30,7,1,23,37,1,RB,25.9
Elijah Mitchell,SF,0,0,0,0,0,0,0,0,0.0,5,10,0,4,1,0,0,0,0,0,0,PIT,0,30,7,1,23,37,1,RB,1.0
Deebo Samuel,SF,0,0,0,0,0,0,0,0,0.0,2,8,0,5,7,5,55,0,22,0,0,PIT,0,30,7,1,23,37,1,WR,11.3
Brandon Aiyuk,SF,0,0,0,0,0,0,0,0,0.0,0,0,0,0,8,8,129,2,23,0,0,PIT,0,30,7,1,23,37,1,WR,32.9
George Kittle,SF,0,0,0,0,0,0,0,0,0.0,0,0,0,0,6,3,19,0,11,0,0,PIT,0,30,7,1,23,37,1,TE,4.9
Jauan Jennings,SF,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,PIT,0,30,7,1,23,37,1,WR,0.0
Sam Darnold,SF,0,0,0,0,0,0,0,0,0.0,2,-2,0,-1,0,0,0,0,0,0,0,PIT,0,30,7,1,23,37,1,QB,-0.2
Kenny Pickett,PIT,31,46,232,1,2,5,34,31,68.4,1,4,0,4,0,0,0,0,0,0,0,SF,1,7,30,0,-23,37,1,QB,11.68
Najee Harris,PIT,0,0,0,0,0,0,0,0,0.0,6,31,0,24,2,2,2,0,4,0,0,SF,1,7,30,0,-23,37,1,RB,5.3
Jaylen Warren,PIT,0,0,0,0,0,0,0,0,0.0,3,6,0,3,6,5,12,0,9,0,0,SF,1,7,30,0,-23,37,1,RB,6.8
Allen Robinson,PIT,0,0,0,0,0,0,0,0,0.0,0,0,0,0,8,5,64,0,31,0,0,SF,1,7,30,0,-23,37,1,WR,11.4
Diontae Johnson,PIT,0,0,0,0,0,0,0,0,0.0,0,0,0,0,6,3,48,0,26,0,0,SF,1,7,30,0,-23,37,1,WR,7.800000000000001
Calvin Austin,PIT,0,0,0,0,0,0,0,0,0.0,0,0,0,0,6,6,37,0,13,0,0,SF,1,7,30,0,-23,37,1,WR,9.7
George Pickens,PIT,0,0,0,0,0,0,0,0,0.0,0,0,0,0,7,5,36,0,9,0,0,SF,1,7,30,0,-23,37,1,WR,8.6
Connor Heyward,PIT,0,0,0,0,0,0,0,0,0.0,0,0,0,0,4,2,19,0,11,0,0,SF,1,7,30,0,-23,37,1,TE,3.9
Anthony McFarland,PIT,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2,2,11,0,6,0,0,SF,1,7,30,0,-23,37,1,RB,3.1
Pat Freiermuth,PIT,0,0,0,0,0,0,0,0,0.0,0,0,0,0,4,1,3,1,3,0,0,SF,1,7,30,0,-23,37,1,TE,7.3
Baker Mayfield,TB,21,34,173,2,0,1,4,28,94.4,8,11,0,5,0,0,0,0,0,0,0,MIN,0,20,17,1,3,37,1,QB,16.02
Rachaad White,TB,0,0,0,0,0,0,0,0,0.0,17,39,0,6,2,2,10,0,8,0,0,MIN,0,20,17,1,3,37,1,RB,6.9
Sean Tucker,TB,0,0,0,0,0,0,0,0,0.0,5,15,0,5,2,2,9,0,6,0,0,MIN,0,20,17,1,3,37,1,RB,4.4
Chase Edmonds,TB,0,0,0,0,0,0,0,0,0.0,2,8,0,5,0,0,0,0,0,0,0,MIN,0,20,17,1,3,37,1,RB,0.8
Mike Evans,TB,0,0,0,0,0,0,0,0,0.0,0,0,0,0,10,6,66,1,28,0,0,MIN,0,20,17,1,3,37,1,WR,18.6
Chris Godwin,TB,0,0,0,0,0,0,0,0,0.0,0,0,0,0,6,5,51,0,16,0,0,MIN,0,20,17,1,3,37,1,WR,10.1
Cade Otton,TB,0,0,0,0,0,0,0,0,0.0,0,0,0,0,3,2,19,0,13,0,0,MIN,0,20,17,1,3,37,1,TE,3.9
Deven Thompkins,TB,0,0,0,0,0,0,0,0,0.0,0,0,0,0,3,2,10,0,8,0,0,MIN,0,20,17,1,3,37,1,WR,3.0
Trey Palmer,TB,0,0,0,0,0,0,0,0,0.0,0,0,0,0,3,2,8,1,7,0,0,MIN,0,20,17,1,3,37,1,WR,8.8
Ko Kieft,TB,0,0,0,0,0,0,0,0,0.0,0,0,0,0,3,0,0,0,0,0,0,MIN,0,20,17,1,3,37,1,TE,0.0
Rakim Jarrett,TB,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,MIN,0,20,17,1,3,37,1,WR,0.0
Kirk Cousins,MIN,33,44,344,2,1,2,16,42,102.8,3,7,0,4,0,0,0,0,0,2,2,TB,1,17,20,0,-3,37,1,QB,19.46
Alexander Mattison,MIN,0,0,0,0,0,0,0,0,0.0,11,34,0,9,4,3,10,1,4,0,0,TB,1,17,20,0,-3,37,1,RB,13.4
Justin Jefferson,MIN,0,0,0,0,0,0,0,0,0.0,0,0,0,0,12,9,150,0,42,0,0,TB,1,17,20,0,-3,37,1,WR,24.0
Jordan Addison,MIN,0,0,0,0,0,0,0,0,0.0,0,0,0,0,6,4,61,1,39,0,0,TB,1,17,20,0,-3,37,1,WR,16.1
TJ Hockenson,MIN,0,0,0,0,0,0,0,0,0.0,0,0,0,0,9,8,35,0,14,0,0,TB,1,17,20,0,-3,37,1,TE,11.5
Josh Oliver,MIN,0,0,0,0,0,0,0,0,0.0,0,0,0,0,3,3,32,0,18,0,0,TB,1,17,20,0,-3,37,1,TE,6.2
KJ Osborn,MIN,0,0,0,0,0,0,0,0,0.0,0,0,0,0,6,3,31,0,19,0,0,TB,1,17,20,0,-3,37,1,WR,6.1
Ty Chandler,MIN,0,0,0,0,0,0,0,0,0.0,3,0,0,2,1,1,18,0,18,0,0,TB,1,17,20,0,-3,37,1,RB,2.8
CJ Ham,MIN,0,0,0,0,0,0,0,0,0.0,0,0,0,0,3,2,7,0,6,0,0,TB,1,17,20,0,-3,37,1,RB,2.7
Tua Tagovailoa,MIA,28,45,466,3,1,0,0,47,110.0,5,5,0,7,0,0,0,0,0,2,1,LAC,0,36,34,1,2,70,1,QB,29.14
Raheem Mostert,MIA,0,0,0,0,0,0,0,0,0.0,10,37,1,12,2,2,13,0,8,0,0,LAC,0,36,34,1,2,70,1,RB,13.0
Erik Ezukanma,MIA,0,0,0,0,0,0,0,0,0.0,2,17,0,12,0,0,0,0,0,0,0,LAC,0,36,34,1,2,70,1,WR,1.7000000000000002
Salvon Ahmed,MIA,0,0,0,0,0,0,0,0,0.0,3,11,0,8,3,0,0,0,0,0,0,LAC,0,36,34,1,2,70,1,RB,1.1
Tyreek Hill,MIA,0,0,0,0,0,0,0,0,0.0,0,0,0,0,15,11,215,2,47,0,0,LAC,0,36,34,1,2,70,1,WR,44.5
Jaylen Waddle,MIA,0,0,0,0,0,0,0,0,0.0,0,0,0,0,5,4,78,0,35,0,0,LAC,0,36,34,1,2,70,1,WR,11.8
Durham Smythe,MIA,0,0,0,0,0,0,0,0,0.0,0,0,0,0,7,3,44,0,18,0,0,LAC,0,36,34,1,2,70,1,TE,7.4
Braxton Berrios,MIA,0,0,0,0,0,0,0,0,0.0,0,0,0,0,5,3,42,0,16,0,0,LAC,0,36,34,1,2,70,1,WR,7.2
River Cracraft,MIA,0,0,0,0,0,0,0,0,0.0,0,0,0,0,5,3,40,1,24,0,0,LAC,0,36,34,1,2,70,1,WR,13.0
Alec Ingold,MIA,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2,2,34,0,19,0,0,LAC,0,36,34,1,2,70,1,RB,5.4
Justin Herbert,LAC,23,33,229,1,0,3,29,36,99.2,5,17,1,5,0,0,0,0,0,0,0,MIA,1,34,36,0,-2,70,1,QB,20.86
Austin Ekeler,LAC,0,0,0,0,0,0,0,0,0.0,16,117,1,55,5,4,47,0,35,0,0,MIA,1,34,36,0,-2,70,1,RB,26.4
Joshua Kelley,LAC,0,0,0,0,0,0,0,0,0.0,16,91,1,14,1,0,0,0,0,0,0,MIA,1,34,36,0,-2,70,1,RB,15.1
Keenan Allen,LAC,0,0,0,0,0,0,0,0,0.0,2,6,0,4,9,6,76,0,36,0,0,MIA,1,34,36,0,-2,70,1,WR,14.2
Gerald Everett,LAC,0,0,0,0,0,0,0,0,0.0,1,2,0,2,3,2,21,0,11,0,0,MIA,1,34,36,0,-2,70,1,TE,4.300000000000001
Mike Williams,LAC,0,0,0,0,0,0,0,0,0.0,0,0,0,0,5,4,45,0,24,0,0,MIA,1,34,36,0,-2,70,1,WR,8.5
Donald Parham,LAC,0,0,0,0,0,0,0,0,0.0,0,0,0,0,3,3,22,1,16,0,0,MIA,1,34,36,0,-2,70,1,TE,11.2
Quentin Johnston,LAC,0,0,0,0,0,0,0,0,0.0,0,0,0,0,3,2,9,0,11,0,0,MIA,1,34,36,0,-2,70,1,WR,2.9
Derius Davis,LAC,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,5,0,5,0,0,MIA,1,34,36,0,-2,70,1,WR,1.5
Josh Palmer,LAC,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,4,0,4,0,0,MIA,1,34,36,0,-2,70,1,WR,1.4
Jared Goff,DET,22,35,253,1,0,1,3,33,94.1,5,-1,0,2,0,0,0,0,0,0,0,KC,0,21,20,1,1,41,1,QB,14.02
David Montgomery,DET,0,0,0,0,0,0,0,0,0.0,21,74,1,8,0,0,0,0,0,0,0,KC,0,21,20,1,1,41,1,RB,13.4
Jahmyr Gibbs,DET,0,0,0,0,0,0,0,0,0.0,7,42,0,18,2,2,18,0,10,0,0,KC,0,21,20,1,1,41,1,RB,8.0
Jalen Reeves-Maybin,DET,0,0,0,0,0,0,0,0,0.0,1,3,0,3,0,0,0,0,0,0,0,KC,0,21,20,1,1,41,1,WR,0.3
Josh Reynolds,DET,0,0,0,0,0,0,0,0,0.0,0,0,0,0,7,4,80,0,33,0,0,KC,0,21,20,1,1,41,1,WR,12.0
Amon-Ra St,DET,0,0,0,0,0,0,0,0,0.0,0,0,0,0,9,6,71,1,21,0,0,KC,0,21,20,1,1,41,1,WR,19.1
Sam LaPorta,DET,0,0,0,0,0,0,0,0,0.0,0,0,0,0,5,5,39,0,14,0,0,KC,0,21,20,1,1,41,1,TE,8.9
Kalif Raymond,DET,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,20,0,20,0,0,KC,0,21,20,1,1,41,1,WR,3.0
Brock Wright,DET,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2,2,17,0,9,0,0,KC,0,21,20,1,1,41,1,TE,3.7
Marvin Jones,DET,0,0,0,0,0,0,0,0,0.0,0,0,0,0,6,2,8,0,5,1,1,KC,0,21,20,1,1,41,1,WR,1.7999999999999998
Patrick Mahomes,KC,21,39,226,2,1,0,0,34,77.5,6,45,0,16,0,0,0,0,0,0,0,DET,1,20,21,0,-1,41,1,QB,20.54
Isiah Pacheco,KC,0,0,0,0,0,0,0,0,0.0,8,23,0,7,4,4,31,0,10,0,0,DET,1,20,21,0,-1,41,1,RB,9.4
Clyde Edwards-Helaire,KC,0,0,0,0,0,0,0,0,0.0,6,22,0,5,1,1,7,0,7,0,0,DET,1,20,21,0,-1,41,1,RB,3.9
Skyy Moore,KC,0,0,0,0,0,0,0,0,0.0,1,4,0,4,3,0,0,0,0,0,0,DET,1,20,21,0,-1,41,1,WR,0.4
Marquez Valdes-Scantling,KC,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2,2,48,0,34,0,0,DET,1,20,21,0,-1,41,1,WR,6.800000000000001
Justin Watson,KC,0,0,0,0,0,0,0,0,0.0,0,0,0,0,4,2,45,0,26,0,0,DET,1,20,21,0,-1,41,1,WR,6.5
Noah Gray,KC,0,0,0,0,0,0,0,0,0.0,0,0,0,0,5,3,31,0,24,0,0,DET,1,20,21,0,-1,41,1,TE,6.1
Blake Bell,KC,0,0,0,0,0,0,0,0,0.0,0,0,0,0,3,2,12,1,8,0,0,DET,1,20,21,0,-1,41,1,TE,9.2
Jerick McKinnon,KC,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2,1,10,0,10,0,0,DET,1,20,21,0,-1,41,1,RB,2.0
Richie James,KC,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2,1,6,0,6,0,0,DET,1,20,21,0,-1,41,1,WR,1.6
Justyn Ross,KC,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,6,0,6,0,0,DET,1,20,21,0,-1,41,1,WR,1.6
Kadarius Toney,KC,0,0,0,0,0,0,0,0,0.0,1,-1,0,-1,5,1,1,0,1,0,0,DET,1,20,21,0,-1,41,1,WR,1.0
Rashee Rice,KC,0,0,0,0,0,0,0,0,0.0,1,-3,0,-3,5,3,29,1,25,0,0,DET,1,20,21,0,-1,41,1,WR,11.6
Matthew Stafford,LAR,24,38,334,0,0,0,0,44,91.3,3,11,0,9,0,0,0,0,0,0,0,SEA,0,30,13,1,17,43,1,QB,14.46
Kyren Williams,LAR,0,0,0,0,0,0,0,0,0.0,15,52,2,9,2,0,2,0,0,0,0,SEA,0,30,13,1,17,43,1,RB,17.4
Cam Akers,LAR,0,0,0,0,0,0,0,0,0.0,22,29,1,12,0,0,0,0,0,0,0,SEA,0,30,13,1,17,43,1,RB,8.9
Tutu Atwell,LAR,0,0,0,0,0,0,0,0,0.0,0,0,0,0,8,6,119,0,44,0,0,SEA,0,30,13,1,17,43,1,WR,17.9
Puka Nacua,LAR,0,0,0,0,0,0,0,0,0.0,0,0,0,0,15,10,119,0,21,0,0,SEA,0,30,13,1,17,43,1,WR,21.9
Tyler Higbee,LAR,0,0,0,0,0,0,0,0,0.0,0,0,0,0,3,3,49,0,30,0,0,SEA,0,30,13,1,17,43,1,TE,7.9
Van Jefferson,LAR,0,0,0,0,0,0,0,0,0.0,0,0,0,0,5,4,24,0,10,0,0,SEA,0,30,13,1,17,43,1,WR,6.4
Brycen Hopkins,LAR,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2,1,21,0,21,0,0,SEA,0,30,13,1,17,43,1,TE,3.1
Ben Skowronek,LAR,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2,0,0,0,0,0,0,SEA,0,30,13,1,17,43,1,WR,0.0
Geno Smith,SEA,16,26,112,1,0,2,17,28,84.1,1,6,0,6,0,0,0,0,0,0,0,LAR,1,13,30,0,-17,43,1,QB,9.08
Kenneth Walker,SEA,0,0,0,0,0,0,0,0,0.0,12,64,0,15,5,4,3,0,6,0,0,LAR,1,13,30,0,-17,43,1,RB,10.7
Zach Charbonnet,SEA,0,0,0,0,0,0,0,0,0.0,3,11,0,9,0,0,0,0,0,0,0,LAR,1,13,30,0,-17,43,1,RB,1.1
DeeJay Dallas,SEA,0,0,0,0,0,0,0,0,0.0,2,4,0,5,1,1,14,0,14,0,0,LAR,1,13,30,0,-17,43,1,RB,2.8
DK Metcalf,SEA,0,0,0,0,0,0,0,0,0.0,0,0,0,0,5,3,47,1,28,0,0,LAR,1,13,30,0,-17,43,1,WR,13.7
Will Dissly,SEA,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2,2,17,0,10,0,0,LAR,1,13,30,0,-17,43,1,TE,3.7
Jaxon Smith-Njigba,SEA,0,0,0,0,0,0,0,0,0.0,0,0,0,0,5,3,13,0,10,0,0,LAR,1,13,30,0,-17,43,1,WR,4.3
Tyler Lockett,SEA,0,0,0,0,0,0,0,0,0.0,0,0,0,0,4,2,10,0,5,0,0,LAR,1,13,30,0,-17,43,1,WR,3.0
Colby Parkinson,SEA,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2,1,8,0,8,0,0,LAR,1,13,30,0,-17,43,1,TE,1.8
Bryce Young,CAR,20,38,146,1,2,2,19,14,48.8,3,17,0,16,0,0,0,0,0,1,0,ATL,0,10,24,0,-14,34,1,QB,9.54
Miles Sanders,CAR,0,0,0,0,0,0,0,0,0.0,18,72,0,10,6,4,26,0,11,1,1,ATL,0,10,24,0,-14,34,1,RB,12.8
Chuba Hubbard,CAR,0,0,0,0,0,0,0,0,0.0,9,60,0,21,2,2,9,0,7,0,0,ATL,0,10,24,0,-14,34,1,RB,8.9
Laviska Shenault,CAR,0,0,0,0,0,0,0,0,0.0,2,5,0,5,2,2,16,0,14,0,0,ATL,0,10,24,0,-14,34,1,WR,4.1
Hayden Hurst,CAR,0,0,0,0,0,0,0,0,0.0,0,0,0,0,7,5,41,1,14,0,0,ATL,0,10,24,0,-14,34,1,TE,15.1
Terrace Marshall,CAR,0,0,0,0,0,0,0,0,0.0,0,0,0,0,6,2,23,0,12,0,0,ATL,0,10,24,0,-14,34,1,WR,4.300000000000001
Jonathan Mingo,CAR,0,0,0,0,0,0,0,0,0.0,0,0,0,0,5,2,17,0,9,0,0,ATL,0,10,24,0,-14,34,1,WR,3.7
Adam Thielen,CAR,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2,2,12,0,9,0,0,ATL,0,10,24,0,-14,34,1,WR,3.2
Giovanni Ricci,CAR,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,2,0,2,0,0,ATL,0,10,24,0,-14,34,1,TE,1.2
Desmond Ridder,ATL,15,18,115,1,0,4,24,34,111.8,1,-1,0,-1,1,1,-6,0,-6,1,0,CAR,1,24,10,1,14,34,1,QB,8.900000000000002
Tyler Allgeier,ATL,0,0,0,0,0,0,0,0,0.0,15,75,2,22,3,3,19,0,12,0,0,CAR,1,24,10,1,14,34,1,RB,24.4
Bijan Robinson,ATL,0,0,0,0,0,0,0,0,0.0,10,56,0,21,6,6,27,1,17,0,0,CAR,1,24,10,1,14,34,1,RB,20.3
Kyle Pitts,ATL,0,0,0,0,0,0,0,0,0.0,0,0,0,0,3,2,44,0,34,0,0,CAR,1,24,10,1,14,34,1,TE,6.4
Mack Hollins,ATL,0,0,0,0,0,0,0,0,0.0,0,0,0,0,4,3,31,0,11,0,0,CAR,1,24,10,1,14,34,1,WR,6.1
Drake London,ATL,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,CAR,1,24,10,1,14,34,1,WR,0.0
